subjectID,smoothness,order,av_distance,av_distance_prev,reclicks,HVclicks,Novclicks,performance,performance_av,sequence,context,PCA,PEC,E,Novclicksp,HVclicksp,l,b,t,dlogl,dlogb,dlogt,NLL,dnov,dhv,dd,ddprev,logl,logb,logt
lpCYtO4X,smooth,SR,190.833.333.333.333,196.875,74,74,363,563.447.580.645.161,541.975.806.451.613,1,smooth,-0.556140125,0.556140125,2,0.75625,0.154166667,13.694.004.026.571,0.621522649,0.068742066,129.651.971.018.742,0.358825735,0.082914062,198.512.797.371.168,-10,-4,-0.895833333,-0.391666667,113.653.045.123.083,-0.206543041,-116.277.742.052.957
lpCYtO4X,rough,SR,280.416.666.666.667,236.041.666.666.667,78,78,373,520.504.032.258.064,541.975.806.451.613,2,rough,-122.054.572.233.216,122.054.572.233.216,2,0.777083333,0.1625,0.691848082,0.272039034,0.056794793,129.651.971.018.742,0.358825735,0.082914062,174.345.056.314.294,-10,-4,-0.895833333,-0.391666667,-0.159989259,-0.565368776,-124.569.148.223.331
nBnKbgVu,smooth,SR,293.541.666.666.667,280.833.333.333.333,38,38,442,606.935.483.870.968,586.844.758.064.516,1,smooth,-201.290.953.214.913,201.290.953.214.913,2,0.920833333,0.079166667,0.817621768,0.415668782,0.085177421,-114.601.626.047.709,0.054414389,0.217369581,177.645.293.695.819,213,-211,106.041.666.666.667,0.704166667,-0.087447555,-0.381252591,-106.967.551.464.083
nBnKbgVu,rough,SR,1.875,210.416.666.666.667,249,249,229,566.754.032.258.064,586.844.758.064.516,2,rough,0.671991194,-0.671991194,2,0.477083333,0.51875,114.437.590.696.152,0.366718669,0.051636275,-114.601.626.047.709,0.054414389,0.217369581,157.218.455.958.996,213,-211,106.041.666.666.667,0.704166667,105.856.870.584.084,-0.43566698,-128.704.509.596.755
rzXxVAPn,smooth,RS,251.666.666.666.667,278.541.666.666.667,77,77,393,623.407.258.064.516,550.292.338.709.677,2,smooth,-144.294.321.646.865,144.294.321.646.865,2,0.81875,0.160416667,0.685269305,0.360753472,0.063976824,-0.002447348,0.00995023,0.006413623,130.502.369.372.164,-58,57,-160.625,-0.720833333,-0.164138721,-0.442789481,-119.397.732.383.016
rzXxVAPn,rough,RS,412.291.666.666.667,350.625,20,20,451,477.177.419.354.839,550.292.338.709.677,1,rough,-308.278.619.040.304,308.278.619.040.304,2,0.939583333,0.041666667,0.689141853,0.352582124,0.063038962,-0.002447348,0.00995023,0.006413623,166.511.850.774.154,-58,57,-160.625,-0.720833333,-0.161691373,-0.452739711,-120.039.094.681.448
ka1Am52q,smooth,RS,23.125,215.625,240,240,218,593.588.709.677.419,581.431.451.612.903,2,smooth,0.4545713,-0.4545713,2,0.454166667,0.5,100.139.041.464.422,0.006737947,0.045994887,119.877.177.199.322,-110.217.858.729.435,0.191548722,145.441.835.539.795,70,-61,0.6125,0.635416667,100.060.342.999.574,-217.147.240.951.626,-133.729.044.350.123
ka1Am52q,rough,RS,1.7,152.083.333.333.333,301,301,148,569.274.193.548.387,581.431.451.612.903,1,rough,166.786.909.311.579,-166.786.909.311.579,2,0.308333333,0.627083333,0.633624057,0.085252314,0.029591081,119.877.177.199.322,-110.217.858.729.435,0.191548722,135.009.138.426.074,70,-61,0.6125,0.635416667,-0.198168342,-106.929.382.222.191,-15.288.391.654.811
D3K2ptQn,smooth,RS,108.125,120.208.333.333.333,434,434,46,58.804.435.483.871,557.671.370.967.742,2,smooth,312.485.988.308.711,-312.485.988.308.711,2,0.095833333,0.904166667,28.473.231.863.914,0.006737947,0.021191308,177.222.068.162.604,-144.354.147.772.509,-0.32470306,114.329.443.983.034,-208,222,-102.291.666.666.667,-0.529166667,145.443.676.468.837,-217.147.240.951.626,-167.384.222.811.412
D3K2ptQn,rough,RS,210.416.666.666.667,173.125,212,212,254,527.298.387.096.774,557.671.370.967.742,1,rough,0.539489829,-0.539489829,2,0.529166667,0.441666667,0.481078649,0.187097967,0.044756986,177.222.068.162.604,-144.354.147.772.509,-0.32470306,175.163.112.502.672,-208,222,-102.291.666.666.667,-0.529166667,-0.317783917,-0.727930932,-134.913.916.821.773
AX6SiTCh,smooth,RS,0.972916667,105.833.333.333.333,307,307,173,672.278.225.806.452,635.493.951.612.903,2,smooth,219.463.857.149.079,-219.463.857.149.079,2,0.360416667,0.639583333,0.490376131,0.220691146,0.046341472,-0.040494279,0.21557713,0.173819344,113.012.930.355.875,8,-3,0.102083333,0.039583333,-0.309470678,-0.65621509,-133.403.017.166.761
AX6SiTCh,rough,RS,0.870833333,101.875,310,310,165,598.709.677.419.355,635.493.951.612.903,1,rough,231.066.566.547.152,-231.066.566.547.152,2,0.34375,0.645833333,0.538299035,0.134340754,0.031056355,-0.040494279,0.21557713,0.173819344,102.436.046.279.716,8,-3,0.102083333,0.039583333,-0.268976399,-0.87179222,-150.784.951.592.203
bg6OzZya,smooth,RS,0.88125,10.125,306,306,172,646.290.322.580.645,62.570.564.516.129,2,smooth,226.360.143.012.224,-226.360.143.012.224,2,0.358333333,0.6375,478.421.537.609.827,0.006737947,0.048106556,0.831196725,-143.074.270.160.411,0.119940936,123.954.494.148.203,-20,20,-0.114583333,-0.18125,0.679810723,-217.147.240.951.626,-131.779.572.931.496
bg6OzZya,rough,RS,0.995833333,119.375,286,286,192,605.120.967.741.936,62.570.564.516.129,1,rough,193.323.705.924.402,-193.323.705.924.402,2,0.4,0.595833333,0.705690055,0.181664594,0.036497518,0.831196725,-143.074.270.160.411,0.119940936,111.586.277.753.234,-20,20,-0.114583333,-0.18125,-0.151386003,-0.740729708,-143.773.666.486.477
flxqwVUa,smooth,RS,360.625,256.041.666.666.667,270,270,170,572.540.322.580.645,518.689.516.129.032,2,smooth,-0.040609378,0.040609378,2,0.354166667,0.5625,31.284.244.173.448,166.541.774.919.297,0.062800817,0.299462477,0.339978857,0.126457553,171.446.118.567.799,-141,123,-0.829166667,-0.73125,149.532.566.689.653,0.221523189,-120.203.470.944.934
flxqwVUa,rough,RS,443.541.666.666.667,329.166.666.666.667,147,147,311,464.838.709.677.419,518.689.516.129.032,1,rough,-196.791.628.195.682,196.791.628.195.682,2,0.647916667,0.30625,156.986.818.968.396,0.761279844,0.04693618,0.299462477,0.339978857,0.126457553,219.732.529.538.423,-141,123,-0.829166667,-0.73125,119.586.318.941.812,-0.118455669,-132.849.226.197.066
SJiKAAKo,smooth,RS,153.333.333.333.333,188.958.333.333.333,14,14,456,556.713.709.677.419,547.691.532.258.064,2,smooth,-0.984358193,0.984358193,2,0.95,0.029166667,0.650834817,0.477995636,0.082947232,-0.04098252,0.154459264,0.063194104,155.592.174.853.362,68,-38,-100.208.333.333.334,-0.702083333,-0.186529222,-0.320576068,-108.119.810.365.214
SJiKAAKo,rough,RS,253.541.666.666.667,259.166.666.666.667,52,52,388,53.866.935.483.871,547.691.532.258.064,1,rough,-14.152.775.589.601,14.152.775.589.601,2,0.808333333,0.108333333,0.715242476,0.334938189,0.071714635,-0.04098252,0.154459264,0.063194104,185.591.393.895.477,68,-38,-100.208.333.333.334,-0.702083333,-0.145546702,-0.475035333,-114.439.220.758.986
hqInOSUF,smooth,RS,153.125,182.083.333.333.333,193,193,283,667.358.870.967.742,617.389.112.903.226,2,smooth,0.537019463,-0.537019463,2,0.589583333,0.402083333,0.700711193,0.305372298,0.06434236,-0.020418027,0.160165229,0.132233398,139.707.981.862.791,-3,7,-0.83125,-0.602083333,-0.154460945,-0.515170363,-119.150.301.304.717
hqInOSUF,rough,RS,23.625,242.291.666.666.667,186,186,286,56.741.935.483.871,617.389.112.903.226,1,rough,-0.244410282,0.244410282,2,0.595833333,0.3875,0.734441285,0.211185652,0.047452991,-0.020418027,0.160165229,0.132233398,147.399.181.186.238,-3,7,-0.83125,-0.602083333,-0.134042918,-0.675335592,-132.373.641.083.356
JODgyMcH,smooth,RS,0.96875,122.083.333.333.333,293,293,187,702.560.483.870.968,647.590.725.806.452,2,smooth,197.895.322.441.361,-197.895.322.441.361,2,0.389583333,0.610416667,0.589219123,0.261769029,0.04639075,-0.078085731,-0.049332649,-0.053991372,104.875.062.650.886,-112,117,-136.041.666.666.667,-0.9875,-0.229723166,-0.582081738,-13.335.686.060.108
JODgyMcH,rough,RS,232.916.666.666.667,220.833.333.333.333,176,176,299,592.620.967.741.936,647.590.725.806.452,1,rough,-0.194308339,0.194308339,2,0.622916667,0.366666667,0.705281618,0.293258704,0.052531859,-0.078085731,-0.049332649,-0.053991372,128.775.942.387.919,-112,117,-136.041.666.666.667,-0.9875,-0.151637435,-0.53274909,-127.957.723.373.212
085nmRnq,smooth,SR,276.458.333.333.333,273.958.333.333.333,21,21,448,599.778.225.806.452,605.161.290.322.581,1,smooth,-199.103.279.547.691,199.103.279.547.691,2,0.933333333,0.04375,0.775938833,0.411775973,0.079881301,-0.051264152,0.525384566,0.287579236,170.160.314.546.404,253,-256,0.116666667,0.310416667,-0.110172513,-0.385338998,-109.755.487.009.062
085nmRnq,rough,SR,264.791.666.666.667,242.916.666.666.667,277,277,195,61.054.435.483.871,605.161.290.322.581,2,rough,0.389328426,-0.389328426,2,0.40625,0.577083333,0.873155592,0.122822077,0.041197029,-0.051264152,0.525384566,0.287579236,127.684.833.771.952,253,-256,0.116666667,0.310416667,-0.05890836,-0.910723564,-13.851.341.060.343
Nww4hhTg,smooth,SR,178.958.333.333.333,1.925,216,216,259,651.068.548.387.097,618.477.822.580.645,1,smooth,0.555620159,-0.555620159,2,0.539583333,0.45,0.652748119,0.243703689,0.054502243,-0.024824905,0.155990009,0.198646049,135.243.643.473.798,55,-60,0.5375,0.45,-0.185254371,-0.613137896,-126.358.562.330.341
Nww4hhTg,rough,SR,125.208.333.333.333,1.475,276,276,204,585.887.096.774.194,618.477.822.580.645,2,rough,155.398.241.038.468,-155.398.241.038.468,2,0.425,0.575,0.69114717,0.170165727,0.034495967,-0.024824905,0.155990009,0.198646049,12.832.351.090.492,55,-60,0.5375,0.45,-0.160429466,-0.769127906,-14.622.316.722.499
LSMkQQ96,smooth,SR,160.625,171.041.666.666.667,249,249,230,660.887.096.774.194,618.921.370.967.742,1,smooth,102.930.981.349.153,-102.930.981.349.153,2,0.479166667,0.51875,0.663054799,0.19380029,0.049508021,0.012065419,0.126758834,0.136958008,124.011.648.700.785,17,-17,-0.225,0.002083333,-0.178450577,-0.712645578,-130.532.443.085.708
LSMkQQ96,rough,SR,183.125,170.833.333.333.333,266,266,213,57.695.564.516.129,618.921.370.967.742,2,rough,107.343.838.376.871,-107.343.838.376.871,2,0.44375,0.554166667,0.644887567,0.14474234,0.03611749,0.012065419,0.126758834,0.136958008,121.027.830.539.035,17,-17,-0.225,0.002083333,-0.190515996,-0.839404411,-144.228.243.875.485
wIAB3ieB,smooth,SR,293.125,237.083.333.333.333,16,16,447,572.661.290.322.581,522.449.596.774.194,1,smooth,-185.491.050.270.798,185.491.050.270.798,2,0.93125,0.033333333,0.654400785,0.406824749,0.075025382,0.002467426,-0.005724527,0.006868576,152.353.637.617.774,-13,13,-0.333333333,-0.104166667,-0.184156189,-0.390592635,-112.479.178.206.457
wIAB3ieB,rough,SR,326.458.333.333.333,2.475,3,3,460,472.237.903.225.806,522.449.596.774.194,2,rough,-217.623.956.162.841,217.623.956.162.841,2,0.958333333,0.00625,0.650693376,0.412222689,0.073848154,0.002467426,-0.005724527,0.006868576,171.122.231.417.751,-13,13,-0.333333333,-0.104166667,-0.186623615,-0.384868108,-113.166.035.803.588
